Course_Name,Course_ID,Attempt_ID,Candidate_Name,Candidate_Email,Mark,Grade,Skill_Status,Recommended_Course,Previous_Mark,Mark_Change,Improvement_Status,Performance_Category
Aptitude,C104,1,Madhan 89,madhan89@gmail.com,44,D,Weakness,Quantitative Aptitude Practice,,,First Attempt,Poor Performer
Aptitude,C104,2,Madhan 89,madhan89@gmail.com,54,C,Average,No Course Required,44.0,10.0,Improving,Medium Performer
Data Analytics,C105,1,Madhan 89,madhan89@gmail.com,41,D,Weakness,Data Analytics Fundamentals,,,First Attempt,Poor Performer
Data Analytics,C105,2,Madhan 89,madhan89@gmail.com,52,C,Average,No Course Required,41.0,11.0,Improving,Medium Performer
Data Analytics,C105,3,Madhan 89,madhan89@gmail.com,67,C,Average,No Course Required,52.0,15.0,Improving,Medium Performer
Python,C101,1,Manoj 27,manoj27@gmail.com,91,A,Strength,No Course Required,,,First Attempt,High Performer
Python,C101,2,Manoj 27,manoj27@gmail.com,96,A,Strength,No Course Required,91.0,5.0,Improving,High Performer
Java,C103,1,Manoj 27,manoj27@gmail.com,58,C,Average,No Course Required,,,First Attempt,Medium Performer
Aptitude,C104,1,Manoj 27,manoj27@gmail.com,51,C,Average,No Course Required,,,First Attempt,Medium Performer
Aptitude,C104,2,Manoj 27,manoj27@gmail.com,67,C,Average,No Course Required,51.0,16.0,Improving,Medium Performer
Aptitude,C104,3,Manoj 27,manoj27@gmail.com,85,A,Strength,No Course Required,67.0,18.0,Improving,High Performer
SQL,C102,1,Manoj 77,manoj77@gmail.com,81,A,Strength,No Course Required,,,First Attempt,High Performer
Java,C103,1,Manoj 77,manoj77@gmail.com,63,C,Average,No Course Required,,,First Attempt,Medium Performer
Data Analytics,C105,1,Manoj 77,manoj77@gmail.com,59,C,Average,No Course Required,,,First Attempt,Medium Performer
Data Analytics,C105,2,Manoj 77,manoj77@gmail.com,70,B,Strength,No Course Required,59.0,11.0,Improving,Medium Performer
Python,C101,1,Meena 12,meena12@gmail.com,68,C,Average,No Course Required,,,First Attempt,Medium Performer
Python,C101,2,Meena 12,meena12@gmail.com,66,C,Average,No Course Required,68.0,-2.0,Declining,Medium Performer
Java,C103,1,Meena 12,meena12@gmail.com,93,A,Strength,No Course Required,,,First Attempt,High Performer
Java,C103,2,Meena 12,meena12@gmail.com,96,A,Strength,No Course Required,93.0,3.0,Improving,High Performer
Data Analytics,C105,1,Meena 12,meena12@gmail.com,45,D,Weakness,Data Analytics Fundamentals,,,First Attempt,Poor Performer
Python,C101,1,Meena 62,meena62@gmail.com,59,C,Average,No Course Required,,,First Attempt,Medium Performer
SQL,C102,1,Meena 62,meena62@gmail.com,59,C,Average,No Course Required,,,First Attempt,Medium Performer
SQL,C102,2,Meena 62,meena62@gmail.com,73,B,Strength,No Course Required,59.0,14.0,Improving,Medium Performer
Aptitude,C104,1,Meena 62,meena62@gmail.com,93,A,Strength,No Course Required,,,First Attempt,High Performer
Aptitude,C104,2,Meena 62,meena62@gmail.com,100,A,Strength,No Course Required,93.0,7.0,Improving,High Performer
SQL,C102,1,Monisha 34,monisha34@gmail.com,30,F,Weakness,SQL Fundamentals and Query Practice,,,First Attempt,Poor Performer
Java,C103,1,Monisha 34,monisha34@gmail.com,64,C,Average,No Course Required,,,First Attempt,Medium Performer
Aptitude,C104,1,Monisha 34,monisha34@gmail.com,51,C,Average,No Course Required,,,First Attempt,Medium Performer
Aptitude,C104,2,Monisha 34,monisha34@gmail.com,67,C,Average,No Course Required,51.0,16.0,Improving,Medium Performer
Aptitude,C104,3,Monisha 34,monisha34@gmail.com,55,C,Average,No Course Required,67.0,-12.0,Declining,Medium Performer
SQL,C102,1,Monisha 84,monisha84@gmail.com,77,B,Strength,No Course Required,,,First Attempt,Medium Performer
Java,C103,1,Monisha 84,monisha84@gmail.com,39,F,Weakness,Java Programming Basics,,,First Attempt,Poor Performer
Aptitude,C104,1,Monisha 84,monisha84@gmail.com,40,D,Weakness,Quantitative Aptitude Practice,,,First Attempt,Poor Performer
SQL,C102,1,Nandhini 36,nandhini36@gmail.com,56,C,Average,No Course Required,,,First Attempt,Medium Performer
SQL,C102,2,Nandhini 36,nandhini36@gmail.com,59,C,Average,No Course Required,56.0,3.0,Improving,Medium Performer
Java,C103,1,Nandhini 36,nandhini36@gmail.com,38,F,Weakness,Java Programming Basics,,,First Attempt,Poor Performer
Data Analytics,C105,1,Nandhini 36,nandhini36@gmail.com,29,F,Weakness,Data Analytics Fundamentals,,,First Attempt,Poor Performer
Python,C101,1,Nandhini 86,nandhini86@gmail.com,89,A,Strength,No Course Required,,,First Attempt,High Performer
Python,C101,2,Nandhini 86,nandhini86@gmail.com,92,A,Strength,No Course Required,89.0,3.0,Improving,High Performer
Python,C101,3,Nandhini 86,nandhini86@gmail.com,79,B,Strength,No Course Required,92.0,-13.0,Declining,Medium Performer
SQL,C102,1,Nandhini 86,nandhini86@gmail.com,90,A,Strength,No Course Required,,,First Attempt,High Performer
SQL,C102,2,Nandhini 86,nandhini86@gmail.com,100,A,Strength,No Course Required,90.0,10.0,Improving,High Performer
SQL,C102,3,Nandhini 86,nandhini86@gmail.com,88,A,Strength,No Course Required,100.0,-12.0,Declining,High Performer
Aptitude,C104,1,Nandhini 86,nandhini86@gmail.com,60,C,Average,No Course Required,,,First Attempt,Medium Performer
Aptitude,C104,2,Nandhini 86,nandhini86@gmail.com,68,C,Average,No Course Required,60.0,8.0,Improving,Medium Performer
Aptitude,C104,3,Nandhini 86,nandhini86@gmail.com,70,B,Strength,No Course Required,68.0,2.0,Improving,Medium Performer
Python,C101,1,Naveen 15,naveen15@gmail.com,55,C,Average,No Course Required,,,First Attempt,Medium Performer
SQL,C102,1,Naveen 15,naveen15@gmail.com,33,F,Weakness,SQL Fundamentals and Query Practice,,,First Attempt,Poor Performer
Java,C103,1,Naveen 15,naveen15@gmail.com,35,F,Weakness,Java Programming Basics,,,First Attempt,Poor Performer
Java,C103,2,Naveen 15,naveen15@gmail.com,32,F,Weakness,Java Programming Basics,35.0,-3.0,Declining,Poor Performer
Java,C103,3,Naveen 15,naveen15@gmail.com,71,B,Strength,No Course Required,32.0,39.0,Improving,Medium Performer
Python,C101,1,Naveen 65,naveen65@gmail.com,55,C,Average,No Course Required,,,First Attempt,Medium Performer
Java,C103,1,Naveen 65,naveen65@gmail.com,87,A,Strength,No Course Required,,,First Attempt,High Performer
Java,C103,2,Naveen 65,naveen65@gmail.com,96,A,Strength,No Course Required,87.0,9.0,Improving,High Performer
Data Analytics,C105,1,Naveen 65,naveen65@gmail.com,35,F,Weakness,Data Analytics Fundamentals,,,First Attempt,Poor Performer
Data Analytics,C105,2,Naveen 65,naveen65@gmail.com,37,F,Weakness,Data Analytics Fundamentals,35.0,2.0,Improving,Poor Performer
Data Analytics,C105,3,Naveen 65,naveen65@gmail.com,71,B,Strength,No Course Required,37.0,34.0,Improving,Medium Performer
SQL,C102,1,Nisha 10,nisha10@gmail.com,76,B,Strength,No Course Required,,,First Attempt,Medium Performer
SQL,C102,2,Nisha 10,nisha10@gmail.com,82,A,Strength,No Course Required,76.0,6.0,Improving,High Performer
Java,C103,1,Nisha 10,nisha10@gmail.com,42,D,Weakness,Java Programming Basics,,,First Attempt,Poor Performer
Aptitude,C104,1,Nisha 10,nisha10@gmail.com,36,F,Weakness,Quantitative Aptitude Practice,,,First Attempt,Poor Performer
Python,C101,1,Nisha 60,nisha60@gmail.com,40,D,Weakness,Python Basics and Problem Solving,,,First Attempt,Poor Performer
Python,C101,2,Nisha 60,nisha60@gmail.com,53,C,Average,No Course Required,40.0,13.0,Improving,Medium Performer
Java,C103,1,Nisha 60,nisha60@gmail.com,69,C,Average,No Course Required,,,First Attempt,Medium Performer
Java,C103,2,Nisha 60,nisha60@gmail.com,81,A,Strength,No Course Required,69.0,12.0,Improving,High Performer
Aptitude,C104,1,Nisha 60,nisha60@gmail.com,72,B,Strength,No Course Required,,,First Attempt,Medium Performer
SQL,C102,1,Pavithra 42,pavithra42@gmail.com,47,D,Weakness,SQL Fundamentals and Query Practice,,,First Attempt,Poor Performer
SQL,C102,2,Pavithra 42,pavithra42@gmail.com,61,C,Average,No Course Required,47.0,14.0,Improving,Medium Performer
Java,C103,1,Pavithra 42,pavithra42@gmail.com,73,B,Strength,No Course Required,,,First Attempt,Medium Performer
Aptitude,C104,1,Pavithra 42,pavithra42@gmail.com,95,A,Strength,No Course Required,,,First Attempt,High Performer
Aptitude,C104,2,Pavithra 42,pavithra42@gmail.com,94,A,Strength,No Course Required,95.0,-1.0,Declining,High Performer
Python,C101,1,Pavithra 92,pavithra92@gmail.com,61,C,Average,No Course Required,,,First Attempt,Medium Performer
Python,C101,2,Pavithra 92,pavithra92@gmail.com,63,C,Average,No Course Required,61.0,2.0,Improving,Medium Performer
Aptitude,C104,1,Pavithra 92,pavithra92@gmail.com,37,F,Weakness,Quantitative Aptitude Practice,,,First Attempt,Poor Performer
Aptitude,C104,2,Pavithra 92,pavithra92@gmail.com,46,D,Weakness,Quantitative Aptitude Practice,37.0,9.0,Improving,Poor Performer
Data Analytics,C105,1,Pavithra 92,pavithra92@gmail.com,80,A,Strength,No Course Required,,,First Attempt,High Performer
Data Analytics,C105,2,Pavithra 92,pavithra92@gmail.com,78,B,Strength,No Course Required,80.0,-2.0,Declining,Medium Performer
Python,C101,1,Pooja 16,pooja16@gmail.com,94,A,Strength,No Course Required,,,First Attempt,High Performer
Python,C101,2,Pooja 16,pooja16@gmail.com,100,A,Strength,No Course Required,94.0,6.0,Improving,High Performer
Python,C101,3,Pooja 16,pooja16@gmail.com,100,A,Strength,No Course Required,100.0,0.0,No Change,High Performer
SQL,C102,1,Pooja 16,pooja16@gmail.com,79,B,Strength,No Course Required,,,First Attempt,Medium Performer
Data Analytics,C105,1,Pooja 16,pooja16@gmail.com,95,A,Strength,No Course Required,,,First Attempt,High Performer
Data Analytics,C105,2,Pooja 16,pooja16@gmail.com,95,A,Strength,No Course Required,95.0,0.0,No Change,High Performer
Python,C101,1,Pooja 66,pooja66@gmail.com,56,C,Average,No Course Required,,,First Attempt,Medium Performer
SQL,C102,1,Pooja 66,pooja66@gmail.com,92,A,Strength,No Course Required,,,First Attempt,High Performer
Data Analytics,C105,1,Pooja 66,pooja66@gmail.com,72,B,Strength,No Course Required,,,First Attempt,Medium Performer
SQL,C102,1,Praveen 29,praveen29@gmail.com,56,C,Average,No Course Required,,,First Attempt,Medium Performer
SQL,C102,2,Praveen 29,praveen29@gmail.com,62,C,Average,No Course Required,56.0,6.0,Improving,Medium Performer
SQL,C102,3,Praveen 29,praveen29@gmail.com,64,C,Average,No Course Required,62.0,2.0,Improving,Medium Performer
Java,C103,1,Praveen 29,praveen29@gmail.com,94,A,Strength,No Course Required,,,First Attempt,High Performer
Data Analytics,C105,1,Praveen 29,praveen29@gmail.com,69,C,Average,No Course Required,,,First Attempt,Medium Performer
SQL,C102,1,Praveen 79,praveen79@gmail.com,60,C,Average,No Course Required,,,First Attempt,Medium Performer
SQL,C102,2,Praveen 79,praveen79@gmail.com,60,C,Average,No Course Required,60.0,0.0,No Change,Medium Performer
Java,C103,1,Praveen 79,praveen79@gmail.com,85,A,Strength,No Course Required,,,First Attempt,High Performer
Java,C103,2,Praveen 79,praveen79@gmail.com,91,A,Strength,No Course Required,85.0,6.0,Improving,High Performer
Java,C103,3,Praveen 79,praveen79@gmail.com,100,A,Strength,No Course Required,91.0,9.0,Improving,High Performer
Aptitude,C104,1,Praveen 79,praveen79@gmail.com,80,A,Strength,No Course Required,,,First Attempt,High Performer
Aptitude,C104,2,Praveen 79,praveen79@gmail.com,95,A,Strength,No Course Required,80.0,15.0,Improving,High Performer
Aptitude,C104,3,Praveen 79,praveen79@gmail.com,100,A,Strength,No Course Required,95.0,5.0,Improving,High Performer
Python,C101,1,Priya 2,priya2@gmail.com,94,A,Strength,No Course Required,,,First Attempt,High Performer
Python,C101,2,Priya 2,priya2@gmail.com,100,A,Strength,No Course Required,94.0,6.0,Improving,High Performer
Aptitude,C104,1,Priya 2,priya2@gmail.com,28,F,Weakness,Quantitative Aptitude Practice,,,First Attempt,Poor Performer
Data Analytics,C105,1,Priya 2,priya2@gmail.com,52,C,Average,No Course Required,,,First Attempt,Medium Performer
Python,C101,1,Priya 52,priya52@gmail.com,73,B,Strength,No Course Required,,,First Attempt,Medium Performer
Python,C101,2,Priya 52,priya52@gmail.com,83,A,Strength,No Course Required,73.0,10.0,Improving,High Performer
Python,C101,3,Priya 52,priya52@gmail.com,63,C,Average,No Course Required,83.0,-20.0,Declining,Medium Performer
Aptitude,C104,1,Priya 52,priya52@gmail.com,78,B,Strength,No Course Required,,,First Attempt,Medium Performer
Data Analytics,C105,1,Priya 52,priya52@gmail.com,27,F,Weakness,Data Analytics Fundamentals,,,First Attempt,Poor Performer
Python,C101,1,Rahul 57,rahul57@gmail.com,30,F,Weakness,Python Basics and Problem Solving,,,First Attempt,Poor Performer
Python,C101,2,Rahul 57,rahul57@gmail.com,25,F,Weakness,Python Basics and Problem Solving,30.0,-5.0,Declining,Poor Performer
SQL,C102,1,Rahul 57,rahul57@gmail.com,50,C,Average,No Course Required,,,First Attempt,Medium Performer
SQL,C102,2,Rahul 57,rahul57@gmail.com,45,D,Weakness,SQL Fundamentals and Query Practice,50.0,-5.0,Declining,Poor Performer
SQL,C102,3,Rahul 57,rahul57@gmail.com,78,B,Strength,No Course Required,45.0,33.0,Improving,Medium Performer
Data Analytics,C105,1,Rahul 57,rahul57@gmail.com,33,F,Weakness,Data Analytics Fundamentals,,,First Attempt,Poor Performer
SQL,C102,1,Rahul 7,rahul7@gmail.com,34,F,Weakness,SQL Fundamentals and Query Practice,,,First Attempt,Poor Performer
SQL,C102,2,Rahul 7,rahul7@gmail.com,48,D,Weakness,SQL Fundamentals and Query Practice,34.0,14.0,Improving,Poor Performer
SQL,C102,3,Rahul 7,rahul7@gmail.com,64,C,Average,No Course Required,48.0,16.0,Improving,Medium Performer
Java,C103,1,Rahul 7,rahul7@gmail.com,56,C,Average,No Course Required,,,First Attempt,Medium Performer
Aptitude,C104,1,Rahul 7,rahul7@gmail.com,73,B,Strength,No Course Required,,,First Attempt,Medium Performer
Python,C101,1,Ramesh 45,ramesh45@gmail.com,30,F,Weakness,Python Basics and Problem Solving,,,First Attempt,Poor Performer
Java,C103,1,Ramesh 45,ramesh45@gmail.com,50,C,Average,No Course Required,,,First Attempt,Medium Performer
Data Analytics,C105,1,Ramesh 45,ramesh45@gmail.com,55,C,Average,No Course Required,,,First Attempt,Medium Performer
Data Analytics,C105,2,Ramesh 45,ramesh45@gmail.com,71,B,Strength,No Course Required,55.0,16.0,Improving,Medium Performer
Python,C101,1,Ramesh 95,ramesh95@gmail.com,84,A,Strength,No Course Required,,,First Attempt,High Performer
Python,C101,2,Ramesh 95,ramesh95@gmail.com,88,A,Strength,No Course Required,84.0,4.0,Improving,High Performer
Python,C101,3,Ramesh 95,ramesh95@gmail.com,100,A,Strength,No Course Required,88.0,12.0,Improving,High Performer
SQL,C102,1,Ramesh 95,ramesh95@gmail.com,26,F,Weakness,SQL Fundamentals and Query Practice,,,First Attempt,Poor Performer
Data Analytics,C105,1,Ramesh 95,ramesh95@gmail.com,57,C,Average,No Course Required,,,First Attempt,Medium Performer
SQL,C102,1,Ramya 28,ramya28@gmail.com,34,F,Weakness,SQL Fundamentals and Query Practice,,,First Attempt,Poor Performer
SQL,C102,2,Ramya 28,ramya28@gmail.com,29,F,Weakness,SQL Fundamentals and Query Practice,34.0,-5.0,Declining,Poor Performer
SQL,C102,3,Ramya 28,ramya28@gmail.com,52,C,Average,No Course Required,29.0,23.0,Improving,Medium Performer
Java,C103,1,Ramya 28,ramya28@gmail.com,37,F,Weakness,Java Programming Basics,,,First Attempt,Poor Performer
Java,C103,2,Ramya 28,ramya28@gmail.com,34,F,Weakness,Java Programming Basics,37.0,-3.0,Declining,Poor Performer
Aptitude,C104,1,Ramya 28,ramya28@gmail.com,83,A,Strength,No Course Required,,,First Attempt,High Performer
Aptitude,C104,2,Ramya 28,ramya28@gmail.com,88,A,Strength,No Course Required,83.0,5.0,Improving,High Performer
Python,C101,1,Ramya 78,ramya78@gmail.com,57,C,Average,No Course Required,,,First Attempt,Medium Performer
Python,C101,2,Ramya 78,ramya78@gmail.com,52,C,Average,No Course Required,57.0,-5.0,Declining,Medium Performer
SQL,C102,1,Ramya 78,ramya78@gmail.com,59,C,Average,No Course Required,,,First Attempt,Medium Performer
SQL,C102,2,Ramya 78,ramya78@gmail.com,72,B,Strength,No Course Required,59.0,13.0,Improving,Medium Performer
SQL,C102,3,Ramya 78,ramya78@gmail.com,51,C,Average,No Course Required,72.0,-21.0,Declining,Medium Performer
Data Analytics,C105,1,Ramya 78,ramya78@gmail.com,27,F,Weakness,Data Analytics Fundamentals,,,First Attempt,Poor Performer
Python,C101,1,Rekha 40,rekha40@gmail.com,25,F,Weakness,Python Basics and Problem Solving,,,First Attempt,Poor Performer
Python,C101,2,Rekha 40,rekha40@gmail.com,36,F,Weakness,Python Basics and Problem Solving,25.0,11.0,Improving,Poor Performer
SQL,C102,1,Rekha 40,rekha40@gmail.com,93,A,Strength,No Course Required,,,First Attempt,High Performer
SQL,C102,2,Rekha 40,rekha40@gmail.com,100,A,Strength,No Course Required,93.0,7.0,Improving,High Performer
SQL,C102,3,Rekha 40,rekha40@gmail.com,100,A,Strength,No Course Required,100.0,0.0,No Change,High Performer
Aptitude,C104,1,Rekha 40,rekha40@gmail.com,49,D,Weakness,Quantitative Aptitude Practice,,,First Attempt,Poor Performer
Aptitude,C104,2,Rekha 40,rekha40@gmail.com,52,C,Average,No Course Required,49.0,3.0,Improving,Medium Performer
Aptitude,C104,3,Rekha 40,rekha40@gmail.com,41,D,Weakness,Quantitative Aptitude Practice,52.0,-11.0,Declining,Poor Performer
Python,C101,1,Rekha 90,rekha90@gmail.com,44,D,Weakness,Python Basics and Problem Solving,,,First Attempt,Poor Performer
Java,C103,1,Rekha 90,rekha90@gmail.com,58,C,Average,No Course Required,,,First Attempt,Medium Performer
Aptitude,C104,1,Rekha 90,rekha90@gmail.com,26,F,Weakness,Quantitative Aptitude Practice,,,First Attempt,Poor Performer
Aptitude,C104,2,Rekha 90,rekha90@gmail.com,44,D,Weakness,Quantitative Aptitude Practice,26.0,18.0,Improving,Poor Performer
Aptitude,C104,3,Rekha 90,rekha90@gmail.com,24,F,Weakness,Quantitative Aptitude Practice,44.0,-20.0,Declining,Poor Performer
Python,C101,1,Rohit 21,rohit21@gmail.com,38,F,Weakness,Python Basics and Problem Solving,,,First Attempt,Poor Performer
Python,C101,2,Rohit 21,rohit21@gmail.com,40,D,Weakness,Python Basics and Problem Solving,38.0,2.0,Improving,Poor Performer
SQL,C102,1,Rohit 21,rohit21@gmail.com,79,B,Strength,No Course Required,,,First Attempt,Medium Performer
Data Analytics,C105,1,Rohit 21,rohit21@gmail.com,93,A,Strength,No Course Required,,,First Attempt,High Performer
Python,C101,1,Rohit 71,rohit71@gmail.com,31,F,Weakness,Python Basics and Problem Solving,,,First Attempt,Poor Performer
Java,C103,1,Rohit 71,rohit71@gmail.com,76,B,Strength,No Course Required,,,First Attempt,Medium Performer
Java,C103,2,Rohit 71,rohit71@gmail.com,86,A,Strength,No Course Required,76.0,10.0,Improving,High Performer
Aptitude,C104,1,Rohit 71,rohit71@gmail.com,57,C,Average,No Course Required,,,First Attempt,Medium Performer
Aptitude,C104,2,Rohit 71,rohit71@gmail.com,67,C,Average,No Course Required,57.0,10.0,Improving,Medium Performer
Aptitude,C104,3,Rohit 71,rohit71@gmail.com,53,C,Average,No Course Required,67.0,-14.0,Declining,Medium Performer
SQL,C102,1,Sangeetha 44,sangeetha44@gmail.com,90,A,Strength,No Course Required,,,First Attempt,High Performer
Aptitude,C104,1,Sangeetha 44,sangeetha44@gmail.com,90,A,Strength,No Course Required,,,First Attempt,High Performer
Aptitude,C104,2,Sangeetha 44,sangeetha44@gmail.com,100,A,Strength,No Course Required,90.0,10.0,Improving,High Performer
Data Analytics,C105,1,Sangeetha 44,sangeetha44@gmail.com,46,D,Weakness,Data Analytics Fundamentals,,,First Attempt,Poor Performer
Data Analytics,C105,2,Sangeetha 44,sangeetha44@gmail.com,62,C,Average,No Course Required,46.0,16.0,Improving,Medium Performer
Java,C103,1,Sangeetha 94,sangeetha94@gmail.com,55,C,Average,No Course Required,,,First Attempt,Medium Performer
Java,C103,2,Sangeetha 94,sangeetha94@gmail.com,65,C,Average,No Course Required,55.0,10.0,Improving,Medium Performer
Aptitude,C104,1,Sangeetha 94,sangeetha94@gmail.com,73,B,Strength,No Course Required,,,First Attempt,Medium Performer
Data Analytics,C105,1,Sangeetha 94,sangeetha94@gmail.com,48,D,Weakness,Data Analytics Fundamentals,,,First Attempt,Poor Performer
Data Analytics,C105,2,Sangeetha 94,sangeetha94@gmail.com,48,D,Weakness,Data Analytics Fundamentals,48.0,0.0,No Change,Poor Performer
SQL,C102,1,Sanjay 17,sanjay17@gmail.com,72,B,Strength,No Course Required,,,First Attempt,Medium Performer
SQL,C102,2,Sanjay 17,sanjay17@gmail.com,81,A,Strength,No Course Required,72.0,9.0,Improving,High Performer
SQL,C102,3,Sanjay 17,sanjay17@gmail.com,94,A,Strength,No Course Required,81.0,13.0,Improving,High Performer
Java,C103,1,Sanjay 17,sanjay17@gmail.com,56,C,Average,No Course Required,,,First Attempt,Medium Performer
Data Analytics,C105,1,Sanjay 17,sanjay17@gmail.com,68,C,Average,No Course Required,,,First Attempt,Medium Performer
Java,C103,1,Sanjay 67,sanjay67@gmail.com,70,B,Strength,No Course Required,,,First Attempt,Medium Performer
Java,C103,2,Sanjay 67,sanjay67@gmail.com,87,A,Strength,No Course Required,70.0,17.0,Improving,High Performer
Aptitude,C104,1,Sanjay 67,sanjay67@gmail.com,64,C,Average,No Course Required,,,First Attempt,Medium Performer
Data Analytics,C105,1,Sanjay 67,sanjay67@gmail.com,40,D,Weakness,Data Analytics Fundamentals,,,First Attempt,Poor Performer
Python,C101,1,Shalini 30,shalini30@gmail.com,42,D,Weakness,Python Basics and Problem Solving,,,First Attempt,Poor Performer
Java,C103,1,Shalini 30,shalini30@gmail.com,63,C,Average,No Course Required,,,First Attempt,Medium Performer
Java,C103,2,Shalini 30,shalini30@gmail.com,79,B,Strength,No Course Required,63.0,16.0,Improving,Medium Performer
Data Analytics,C105,1,Shalini 30,shalini30@gmail.com,38,F,Weakness,Data Analytics Fundamentals,,,First Attempt,Poor Performer
Java,C103,1,Shalini 80,shalini80@gmail.com,45,D,Weakness,Java Programming Basics,,,First Attempt,Poor Performer
Aptitude,C104,1,Shalini 80,shalini80@gmail.com,76,B,Strength,No Course Required,,,First Attempt,Medium Performer
Data Analytics,C105,1,Shalini 80,shalini80@gmail.com,88,A,Strength,No Course Required,,,First Attempt,High Performer
SQL,C102,1,Sneha 56,sneha56@gmail.com,85,A,Strength,No Course Required,,,First Attempt,High Performer
SQL,C102,2,Sneha 56,sneha56@gmail.com,80,A,Strength,No Course Required,85.0,-5.0,Declining,High Performer
Java,C103,1,Sneha 56,sneha56@gmail.com,78,B,Strength,No Course Required,,,First Attempt,Medium Performer
Java,C103,2,Sneha 56,sneha56@gmail.com,81,A,Strength,No Course Required,78.0,3.0,Improving,High Performer
Aptitude,C104,1,Sneha 56,sneha56@gmail.com,73,B,Strength,No Course Required,,,First Attempt,Medium Performer
Aptitude,C104,2,Sneha 56,sneha56@gmail.com,76,B,Strength,No Course Required,73.0,3.0,Improving,Medium Performer
Python,C101,1,Sneha 6,sneha6@gmail.com,54,C,Average,No Course Required,,,First Attempt,Medium Performer
Python,C101,2,Sneha 6,sneha6@gmail.com,52,C,Average,No Course Required,54.0,-2.0,Declining,Medium Performer
Python,C101,3,Sneha 6,sneha6@gmail.com,68,C,Average,No Course Required,52.0,16.0,Improving,Medium Performer
SQL,C102,1,Sneha 6,sneha6@gmail.com,71,B,Strength,No Course Required,,,First Attempt,Medium Performer
Aptitude,C104,1,Sneha 6,sneha6@gmail.com,70,B,Strength,No Course Required,,,First Attempt,Medium Performer
Python,C101,1,Suresh 37,suresh37@gmail.com,49,D,Weakness,Python Basics and Problem Solving,,,First Attempt,Poor Performer
SQL,C102,1,Suresh 37,suresh37@gmail.com,54,C,Average,No Course Required,,,First Attempt,Medium Performer
Aptitude,C104,1,Suresh 37,suresh37@gmail.com,83,A,Strength,No Course Required,,,First Attempt,High Performer
Aptitude,C104,2,Suresh 37,suresh37@gmail.com,89,A,Strength,No Course Required,83.0,6.0,Improving,High Performer
Java,C103,1,Suresh 87,suresh87@gmail.com,87,A,Strength,No Course Required,,,First Attempt,High Performer
Java,C103,2,Suresh 87,suresh87@gmail.com,86,A,Strength,No Course Required,87.0,-1.0,Declining,High Performer
Aptitude,C104,1,Suresh 87,suresh87@gmail.com,95,A,Strength,No Course Required,,,First Attempt,High Performer
Data Analytics,C105,1,Suresh 87,suresh87@gmail.com,86,A,Strength,No Course Required,,,First Attempt,High Performer
Python,C101,1,Surya 59,surya59@gmail.com,73,B,Strength,No Course Required,,,First Attempt,Medium Performer
Python,C101,2,Surya 59,surya59@gmail.com,80,A,Strength,No Course Required,73.0,7.0,Improving,High Performer
Python,C101,3,Surya 59,surya59@gmail.com,100,A,Strength,No Course Required,80.0,20.0,Improving,High Performer
Aptitude,C104,1,Surya 59,surya59@gmail.com,56,C,Average,No Course Required,,,First Attempt,Medium Performer
Data Analytics,C105,1,Surya 59,surya59@gmail.com,38,F,Weakness,Data Analytics Fundamentals,,,First Attempt,Poor Performer
Data Analytics,C105,2,Surya 59,surya59@gmail.com,51,C,Average,No Course Required,38.0,13.0,Improving,Medium Performer
Data Analytics,C105,3,Surya 59,surya59@gmail.com,28,F,Weakness,Data Analytics Fundamentals,51.0,-23.0,Declining,Poor Performer
Python,C101,1,Surya 9,surya9@gmail.com,65,C,Average,No Course Required,,,First Attempt,Medium Performer
Python,C101,2,Surya 9,surya9@gmail.com,66,C,Average,No Course Required,65.0,1.0,Improving,Medium Performer
Python,C101,3,Surya 9,surya9@gmail.com,95,A,Strength,No Course Required,66.0,29.0,Improving,High Performer
SQL,C102,1,Surya 9,surya9@gmail.com,83,A,Strength,No Course Required,,,First Attempt,High Performer
Java,C103,1,Surya 9,surya9@gmail.com,42,D,Weakness,Java Programming Basics,,,First Attempt,Poor Performer
SQL,C102,1,Swetha 22,swetha22@gmail.com,34,F,Weakness,SQL Fundamentals and Query Practice,,,First Attempt,Poor Performer
Java,C103,1,Swetha 22,swetha22@gmail.com,95,A,Strength,No Course Required,,,First Attempt,High Performer
Data Analytics,C105,1,Swetha 22,swetha22@gmail.com,94,A,Strength,No Course Required,,,First Attempt,High Performer
SQL,C102,1,Swetha 72,swetha72@gmail.com,35,F,Weakness,SQL Fundamentals and Query Practice,,,First Attempt,Poor Performer
SQL,C102,2,Swetha 72,swetha72@gmail.com,37,F,Weakness,SQL Fundamentals and Query Practice,35.0,2.0,Improving,Poor Performer
SQL,C102,3,Swetha 72,swetha72@gmail.com,31,F,Weakness,SQL Fundamentals and Query Practice,37.0,-6.0,Declining,Poor Performer
Java,C103,1,Swetha 72,swetha72@gmail.com,53,C,Average,No Course Required,,,First Attempt,Medium Performer
Java,C103,2,Swetha 72,swetha72@gmail.com,64,C,Average,No Course Required,53.0,11.0,Improving,Medium Performer
Data Analytics,C105,1,Swetha 72,swetha72@gmail.com,78,B,Strength,No Course Required,,,First Attempt,Medium Performer
Data Analytics,C105,2,Swetha 72,swetha72@gmail.com,92,A,Strength,No Course Required,78.0,14.0,Improving,High Performer
Python,C101,1,Varun 47,varun47@gmail.com,91,A,Strength,No Course Required,,,First Attempt,High Performer
